,fixedacidity,volatileacidity,citricacidity,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,pH,sulphates,alchohol,quality
1581,9,0,0,7,0,32,84,0,2,0,11,6
1582,8,0,0,7,0,46,108,0,3,0,11,7
1583,6,0,0,11,0,54,168,0,3,0,10,5
1584,6,0,0,7,0,52,209,0,3,0,9,6
1585,7,0,0,13,0,46,165,0,3,0,8,5
1586,9,0,0,1,0,34,147,0,3,0,9,5
1587,6,0,0,7,0,52,209,0,3,0,9,6
1588,7,0,0,13,0,46,165,0,3,0,8,5
1589,7,0,0,1,0,27,122,0,3,0,11,6
1590,7,0,0,1,0,30,165,0,3,0,12,6
1591,6,0,0,6,0,49,161,0,3,0,10,6
1592,6,0,0,1,0,25,111,0,3,0,10,6
1593,8,0,0,7,0,9,63,0,3,0,10,6
1594,7,0,0,3,0,37,136,0,2,0,9,6
1595,6,0,0,7,0,53,206,0,3,0,9,6
1596,6,0,0,2,0,56,122,0,3,0,11,5
1597,6,0,0,7,0,53,206,0,3,0,9,6
1598,6,0,0,1,0,24,108,0,3,0,9,6
1599,6,0,0,1,0,20,94,0,3,0,11,6
1600,7,0,0,3,0,37,136,0,2,0,9,6
1601,8,0,0,8,0,55,223,0,3,0,10,6
1602,5,0,0,4,0,27,77,0,3,0,12,5
1603,5,0,0,1,0,10,53,0,3,0,13,7
1604,6,0,0,2,0,39,137,0,3,0,9,5
1605,7,0,0,2,0,31,113,0,3,0,12,9
1606,7,0,0,1,0,44,109,0,3,0,12,6
1607,5,0,0,4,0,44,118,0,3,0,9,7
1608,6,0,0,23,0,59,235,1,2,0,8,5
1609,8,0,0,11,0,46,212,0,3,0,10,7
1610,7,0,0,1,0,44,109,0,3,0,12,6
1611,8,0,0,5,0,19,100,0,3,0,10,6
1612,7,0,0,3,0,28,87,0,3,0,11,7
1613,8,0,0,1,0,42,120,0,3,0,10,7
1614,8,0,0,11,0,40,131,0,3,0,10,5
1615,7,0,0,1,0,42,140,0,3,0,10,6
1616,6,0,0,7,0,61,206,0,3,0,9,6
1617,6,0,0,1,0,17,143,0,3,0,9,6
1618,6,0,0,13,0,53,243,0,3,0,8,6
1619,6,0,0,6,0,31,128,0,3,0,11,8
1620,7,0,0,3,0,28,87,0,3,0,11,7
1621,8,0,0,1,0,17,131,0,3,0,9,5
1622,6,0,0,7,0,16,169,0,3,0,8,6
1623,7,0,0,5,0,22,118,0,3,0,9,6
1624,9,0,0,1,0,46,131,0,3,0,10,7
1625,6,0,0,6,0,37,161,0,3,0,9,6
1626,9,0,0,10,0,52,195,0,3,0,10,6
1627,8,0,0,1,0,17,131,0,3,0,9,5
1628,8,0,0,3,0,14,108,0,3,0,11,6
1629,7,0,0,7,0,21,98,0,2,0,9,6
1630,6,0,0,1,0,6,121,0,3,0,11,5
1631,8,0,0,3,0,14,108,0,3,0,11,6
1632,7,0,0,6,0,28,111,0,3,0,12,8
1633,7,0,0,6,0,15,110,0,3,0,11,7
1634,8,0,0,16,0,50,228,1,3,0,9,6
1635,7,0,0,1,0,21,126,0,3,0,10,6
1636,7,0,0,7,0,29,149,0,3,0,10,5
1637,8,0,0,1,0,43,160,0,3,0,9,6
1638,7,0,0,13,0,42,220,0,2,0,9,5
1639,7,0,0,3,0,26,105,0,3,0,10,5
1640,7,0,0,7,0,29,149,0,3,0,10,5
1641,6,0,0,7,0,42,151,0,3,0,10,6
1642,7,0,0,15,0,50,134,0,3,0,9,7
1643,8,0,0,12,0,50,144,0,3,0,10,7
1644,7,0,0,15,0,50,134,0,3,0,9,7
1645,7,0,0,9,0,50,149,0,3,0,10,7
1646,6,0,0,7,0,42,151,0,3,0,10,6
1647,7,0,0,1,0,20,99,0,3,0,12,7
1648,7,0,0,1,0,31,100,0,3,0,10,5
1649,6,0,0,1,0,39,166,0,3,0,9,4
1650,7,0,0,3,0,27,131,0,3,0,12,7
1651,6,0,0,12,0,48,209,0,3,0,9,6
1652,8,0,0,1,0,29,118,0,3,0,10,4
1653,7,0,0,31,0,35,176,1,3,0,8,6
1654,6,0,0,7,0,19,184,0,3,0,9,5
1655,7,0,0,1,0,27,142,0,3,0,10,5
1656,5,0,0,1,0,21,98,0,3,0,9,5
1657,7,0,0,7,0,34,162,0,3,0,11,6
1658,6,0,0,7,0,52,220,0,3,0,8,5
1659,6,0,0,7,0,53,217,0,3,0,9,5
1660,6,0,0,7,0,62,217,0,3,0,9,6
1661,6,0,0,8,0,54,191,0,3,0,10,6
1662,6,0,0,1,0,30,114,0,2,0,10,7
1663,7,0,0,31,0,35,176,1,3,0,8,6
1664,8,0,0,15,0,32,177,1,3,0,9,4
1665,6,0,0,1,0,48,114,0,3,0,11,8
1666,7,0,0,1,0,8,84,0,3,0,10,5
1667,8,0,0,5,0,33,128,0,2,0,11,6
1668,7,0,0,1,0,20,72,0,3,0,10,7
1669,7,0,0,1,0,10,124,0,3,0,9,6
1670,7,0,0,6,0,33,160,0,3,0,9,6
1671,7,0,0,6,0,27,87,0,3,0,11,7
1672,6,0,0,4,0,41,168,0,3,0,9,5
1673,6,0,0,5,0,35,163,0,3,0,9,5
1674,6,0,0,8,0,82,188,0,3,0,10,6
1675,6,0,0,8,0,65,224,0,3,0,8,5
1676,7,0,0,6,0,27,87,0,3,0,11,7
1677,7,0,0,1,0,60,156,0,3,0,11,6
1678,6,0,0,6,0,42,170,0,3,0,10,6
1679,6,0,0,5,0,18,117,0,3,0,10,5
1680,7,0,0,18,0,44,197,1,3,0,9,5
1681,6,0,0,10,0,49,212,0,3,0,11,6
1682,7,0,0,14,0,55,205,0,3,0,9,7
1683,7,0,0,14,0,55,205,0,3,0,9,7
1684,7,0,0,17,0,41,195,1,3,0,9,7
1685,7,0,0,14,0,55,205,0,3,0,9,7
1686,7,0,0,9,0,42,147,0,3,0,10,5
1687,7,0,0,17,0,41,195,1,3,0,9,7
1688,6,0,0,1,0,118,216,0,3,0,9,3
1689,7,0,0,1,0,28,123,0,3,0,11,6
1690,9,0,0,1,0,7,175,0,3,0,9,4
1691,7,0,0,14,0,55,205,0,3,0,9,7
1692,7,0,0,4,0,41,213,0,3,0,11,6
1693,6,0,0,8,0,54,198,0,3,0,10,5
1694,7,0,0,1,0,47,150,0,3,0,9,6
1695,7,0,0,3,0,35,132,0,3,0,11,6
1696,8,0,0,14,0,47,190,0,3,0,10,6
1697,6,0,0,2,0,39,190,0,3,0,12,6
1698,7,0,0,4,0,41,213,0,3,0,11,6
1699,6,0,0,2,0,35,175,0,3,0,11,6
1700,6,0,0,1,0,25,121,0,3,0,10,6
1701,7,0,0,11,0,43,208,0,3,0,10,5
1702,6,0,0,4,0,6,114,0,3,0,8,4
1703,6,0,0,6,0,27,151,0,3,0,9,5
1704,6,0,0,6,0,25,148,0,3,0,9,5
1705,6,0,0,1,0,32,127,0,3,0,11,6
1706,6,0,0,1,0,38,157,0,3,0,9,6
1707,6,0,0,16,0,48,179,0,3,0,9,5
1708,7,0,0,1,0,25,161,0,3,0,10,4
1709,6,0,0,13,0,50,180,0,3,0,9,5
1710,8,0,0,1,0,10,67,0,3,0,10,5
1711,7,0,0,6,0,31,120,0,3,0,10,5
1712,7,0,0,3,0,25,178,0,3,0,10,6
1713,6,0,0,6,0,23,136,0,3,0,10,6
1714,6,0,0,6,0,35,116,0,3,0,9,5
1715,6,0,0,1,0,43,148,0,3,0,11,8
1716,7,0,0,6,0,29,108,0,3,0,10,6
1717,6,0,0,1,0,19,142,0,3,0,9,6
1718,9,0,0,1,0,28,178,0,3,0,9,4
1719,5,0,0,1,0,24,69,0,3,0,9,6
1720,7,0,0,2,0,30,180,0,3,0,10,7
1721,8,0,0,2,0,24,190,0,3,0,10,7
1722,7,0,1,19,0,33,148,0,3,0,12,6
1723,6,0,0,1,0,43,148,0,3,0,11,8
1724,7,0,0,5,0,31,122,0,3,0,10,6
1725,6,0,0,4,0,55,152,0,3,0,9,6
1726,7,0,0,6,0,28,97,0,3,0,11,6
1727,7,0,0,14,0,68,212,0,3,0,10,6
1728,6,0,0,6,0,35,116,0,3,0,9,5
1729,7,0,0,6,0,45,138,0,3,0,11,6
1730,9,0,0,1,0,40,99,0,2,0,10,6
1731,8,0,0,13,0,68,198,0,3,0,9,6
1732,6,0,0,2,0,48,111,0,3,0,11,5
1733,8,0,0,1,0,49,123,0,2,0,11,6
1734,6,0,0,9,0,50,185,0,3,0,9,6
1735,8,0,0,4,0,56,178,0,3,0,12,6
1736,6,0,0,3,0,15,104,0,3,0,8,5
1737,6,0,0,9,0,50,185,0,3,0,9,6
1738,7,0,0,1,0,19,101,0,3,0,10,5
1739,8,0,0,1,0,4,55,0,2,0,11,4
1740,6,0,0,6,0,23,150,0,3,0,9,6
1741,7,0,0,2,0,28,152,0,3,0,12,6
1742,6,0,0,14,0,47,142,0,3,0,9,6
1743,8,0,0,10,0,33,169,0,3,0,9,6
1744,6,0,0,1,0,52,136,0,3,0,9,5
1745,6,0,0,12,0,46,238,0,3,0,8,5
1746,7,0,0,4,0,33,87,0,3,0,9,5
1747,8,0,0,10,0,33,169,0,3,0,9,6
1748,8,0,0,1,0,20,102,0,3,0,10,5
1749,6,0,0,1,0,45,135,0,3,0,10,6
1750,7,0,0,10,0,44,174,0,3,0,9,6
1751,6,0,0,2,0,40,153,0,3,0,11,7
1752,6,0,0,12,0,53,197,0,3,0,9,6
1753,7,0,0,1,0,43,141,0,3,0,10,7
1754,6,0,0,2,0,33,93,0,3,0,11,6
1755,6,0,0,14,0,47,142,0,3,0,9,6
1756,6,0,0,8,0,54,202,0,3,0,9,5
1757,6,0,0,8,0,56,215,0,3,0,8,5
1758,9,0,0,1,0,12,53,0,2,0,10,5
1759,6,0,0,8,0,81,224,0,3,0,9,5
1760,6,0,0,5,0,67,181,0,3,0,10,6
1761,8,0,0,5,0,31,124,0,3,0,10,6
1762,6,0,0,1,0,20,98,0,3,0,11,7
1763,7,0,0,10,0,18,112,0,3,0,9,6
1764,6,0,0,8,0,54,202,0,3,0,9,5
1765,6,0,0,8,0,56,215,0,3,0,8,5
1766,6,0,0,7,0,56,209,0,3,0,8,5
1767,7,0,0,1,0,50,179,0,3,0,8,5
1768,6,0,0,1,0,58,144,0,3,0,10,5
1769,7,0,0,4,0,33,102,0,3,0,12,7
1770,7,0,0,9,0,33,181,0,3,0,10,6
1771,6,0,0,1,0,40,141,0,3,0,9,6
1772,7,0,0,9,0,32,178,0,3,0,10,6
1773,7,0,0,9,0,33,181,0,3,0,10,6
1774,6,0,0,3,0,33,99,0,3,0,10,6
1775,7,0,1,19,0,28,135,0,3,0,12,6
1776,6,0,0,14,0,42,163,0,3,0,9,5
1777,6,0,0,1,0,40,141,0,3,0,9,6
1778,6,0,0,1,0,43,150,0,3,0,11,8
1779,6,0,0,1,0,43,150,0,3,0,11,8
1780,8,0,0,5,0,47,150,0,3,0,9,5
1781,6,0,0,1,0,13,200,0,3,0,10,4
1782,8,0,0,9,0,73,142,0,3,0,11,6
1783,8,0,0,1,0,17,100,0,3,0,10,6
1784,6,0,0,6,0,54,127,0,3,0,11,7
1785,8,0,0,9,0,73,142,0,3,0,11,6
1786,7,0,0,2,0,29,115,0,3,0,11,7
1787,7,0,0,2,0,50,158,0,3,0,12,7
1788,8,0,0,7,0,37,122,0,3,0,12,5
1789,7,0,0,1,0,26,189,0,3,0,12,7
1790,9,0,0,1,0,26,176,0,3,0,9,5
1791,6,0,0,1,0,25,117,0,3,0,9,5
1792,7,0,0,1,0,21,153,0,3,0,10,6
1793,7,0,0,17,0,42,187,1,3,0,9,5
1794,6,0,0,2,0,23,120,0,3,0,9,5
1795,6,0,0,6,0,22,149,0,3,0,9,6
1796,7,0,0,1,0,27,126,0,3,0,12,5
1797,6,0,0,9,0,37,128,0,3,0,11,8
1798,6,0,0,15,0,56,173,0,3,0,8,6
1799,6,0,0,7,0,35,162,0,3,0,9,6
1800,7,0,0,10,0,57,191,0,3,0,9,6
1801,9,0,0,1,0,14,67,0,3,0,9,5
1802,6,0,0,15,0,56,173,0,3,0,8,6
1803,6,0,0,7,0,35,162,0,3,0,9,6
1804,7,0,0,10,0,57,191,0,3,0,9,6
1805,7,0,0,12,0,29,119,0,3,0,9,5
1806,7,0,0,3,0,9,116,0,3,0,9,5
1807,8,0,0,15,0,60,184,1,3,0,8,6
1808,7,0,0,12,0,29,119,0,3,0,9,5
1809,8,0,0,15,0,60,184,1,3,0,8,6
1810,6,0,0,1,0,39,184,0,3,0,9,6
1811,7,0,0,3,0,9,116,0,3,0,9,5
1812,5,0,0,4,0,24,72,0,3,0,12,6
1813,7,0,0,1,0,18,110,0,3,0,11,6
1814,8,0,0,4,0,31,100,0,3,0,12,7
1815,6,0,0,2,0,10,164,0,3,0,12,6
1816,6,0,0,13,0,34,131,0,3,0,12,7
1817,7,0,0,0,0,46,114,0,3,0,9,4
1818,6,0,0,1,0,27,96,0,3,0,12,6
1819,6,0,0,1,0,38,131,0,3,0,13,6
1820,6,0,0,2,0,10,164,0,3,0,12,6
1821,7,0,0,1,0,23,110,0,3,0,10,5
1822,8,0,0,4,0,31,100,0,3,0,12,7
1823,7,0,0,6,0,34,231,0,3,0,10,6
1824,6,0,0,11,0,35,165,0,3,0,9,5
1825,7,0,0,1,0,13,84,0,3,0,10,5
1826,6,0,0,11,0,35,165,0,3,0,9,5
1827,7,0,0,6,0,34,231,0,3,0,10,6
1828,7,0,0,6,0,35,240,0,3,0,10,6
1829,7,0,0,11,0,41,167,0,3,0,11,7
1830,7,0,0,11,0,41,167,0,3,0,11,7
1831,7,0,0,15,0,34,153,0,3,0,12,7
1832,7,0,0,11,0,41,167,0,3,0,11,7
1833,7,0,0,15,0,34,153,0,3,0,12,7
1834,6,0,0,5,0,43,160,0,3,0,10,6
1835,8,0,0,12,0,37,213,0,2,0,9,5
1836,7,0,0,5,0,27,104,0,3,0,9,6
1837,7,0,0,2,0,37,102,0,3,0,11,7
1838,6,0,0,11,0,53,247,0,3,0,9,6
1839,7,0,0,5,0,27,104,0,3,0,9,6
1840,6,0,0,1,0,24,164,0,3,0,10,5
1841,7,0,0,2,0,37,102,0,3,0,11,7
1842,8,0,0,11,0,96,249,0,3,0,9,6
1843,8,0,0,7,0,32,139,0,3,0,11,6
1844,6,0,0,4,0,21,94,0,3,0,12,6
1845,7,0,0,11,0,44,157,0,3,0,9,5
1846,7,0,0,7,0,62,180,0,3,0,9,5
1847,7,0,0,11,0,44,157,0,3,0,9,5
1848,8,0,0,17,0,34,243,1,2,0,9,5
1849,7,0,0,1,0,48,189,0,3,0,11,6
1850,7,0,0,1,0,50,181,0,3,0,11,7
1851,6,0,0,4,0,21,94,0,3,0,12,6
1852,6,0,0,1,0,36,127,0,3,0,10,7
1853,8,0,0,2,0,16,107,0,3,0,10,5
1854,6,0,0,6,0,44,172,0,3,0,10,7
1855,8,0,0,14,0,83,197,0,3,0,9,6
1856,10,0,0,1,0,34,181,0,3,0,10,4
1857,8,0,0,1,0,13,176,0,3,0,9,5
1858,8,0,0,1,0,14,171,0,3,0,9,5
1859,8,0,0,14,0,83,197,0,3,0,9,6
1860,6,0,0,4,0,57,161,0,3,0,10,6
1861,7,0,0,10,0,78,186,0,3,0,10,6
1862,7,0,0,2,0,22,104,0,3,0,11,7
1863,6,0,0,7,0,57,202,0,3,0,9,5
1864,7,0,0,2,0,25,122,0,3,0,10,6
1865,7,0,0,8,0,28,142,0,3,0,10,6
1866,7,0,0,13,0,45,199,0,3,0,9,6
1867,6,0,0,13,0,34,137,0,3,0,11,6
1868,7,0,0,7,0,41,144,0,3,0,11,7
1869,8,0,0,8,0,41,140,0,3,0,10,7
1870,6,0,0,1,0,35,163,0,3,0,10,6
1871,7,0,0,5,0,38,168,0,3,0,10,6
1872,5,0,0,16,0,26,166,0,3,0,8,5
1873,5,0,0,16,0,26,166,0,3,0,8,5
1874,7,0,0,7,0,37,154,0,3,0,10,5
1875,6,0,0,16,0,16,165,0,3,0,9,5
1876,8,0,0,2,0,48,140,0,3,0,9,6
1877,8,0,0,1,0,21,78,0,3,0,10,6
1878,8,0,0,14,0,41,248,0,3,0,8,6
1879,7,0,0,16,0,14,103,0,3,0,9,6
1880,7,0,0,14,0,45,213,0,3,0,9,5
1881,7,0,0,16,0,14,103,0,3,0,9,6
1882,7,0,0,14,0,45,213,0,3,0,9,5
1883,7,0,0,14,0,45,213,0,3,0,9,5
1884,6,0,0,7,0,34,124,0,3,0,10,5
1885,7,0,0,16,0,14,103,0,3,0,9,6
1886,7,0,0,1,0,39,107,0,3,0,9,5
1887,7,0,0,13,0,41,178,0,3,0,9,5
1888,7,0,0,17,0,50,185,1,3,0,9,5
1889,7,0,0,1,0,24,112,0,3,0,10,5
1890,7,0,0,14,0,45,213,0,3,0,9,5
1891,7,0,0,13,0,44,197,0,3,0,9,5
1892,6,0,0,18,0,40,142,1,3,0,8,5
1893,6,0,0,18,0,40,142,1,3,0,8,5
1894,6,0,0,6,0,31,161,0,3,0,9,5
1895,7,0,0,10,0,73,212,0,2,0,9,6
1896,7,0,0,8,0,53,166,0,2,0,8,6
1897,7,0,0,8,0,53,166,0,2,0,8,6
1898,7,0,0,8,0,15,89,0,3,0,9,6
1899,6,0,0,1,0,41,104,0,3,0,12,7
1900,10,0,0,14,0,45,166,0,2,0,9,6
1901,7,0,0,7,0,14,118,0,2,0,10,5
1902,8,0,0,10,0,26,183,0,2,0,9,6
1903,7,0,0,1,0,25,106,0,3,0,10,5
1904,7,0,0,10,0,73,212,0,2,0,9,6
1905,7,0,0,8,0,53,166,0,2,0,8,6
1906,6,0,0,1,0,16,120,0,3,0,10,5
1907,7,0,0,2,0,64,158,0,3,0,12,7
1908,7,0,0,5,0,26,98,0,2,0,12,7
1909,7,0,0,9,0,40,126,0,3,0,9,5
1910,6,0,0,8,0,54,180,0,3,0,9,5
1911,7,0,0,1,0,20,71,0,3,0,9,6
1912,7,0,0,8,0,20,112,0,2,0,11,6
1913,8,0,0,2,0,21,153,0,3,0,9,6
1914,6,0,0,3,0,27,135,0,3,0,12,6
1915,7,0,0,5,0,26,98,0,2,0,12,7
1916,6,0,0,8,0,54,180,0,3,0,9,5
1917,7,0,0,1,0,20,71,0,3,0,9,6
1918,6,0,0,14,0,54,177,0,3,0,8,6
1919,7,0,0,13,0,56,189,0,3,0,9,6
1920,8,0,0,11,0,52,158,0,3,0,10,7
1921,7,0,0,9,0,40,126,0,3,0,9,5
1922,7,0,0,4,0,27,127,0,3,0,9,5
1923,8,0,0,1,0,10,59,0,2,0,10,5
1924,7,0,0,1,0,6,106,0,3,0,10,4
1925,6,0,0,1,0,15,97,0,3,0,10,6
1926,6,0,0,1,0,14,96,0,3,0,10,6
1927,7,0,0,1,0,46,169,0,3,0,10,5
1928,7,0,0,6,0,47,193,0,3,0,11,6
1929,8,0,0,9,0,46,172,0,3,0,10,5
1930,9,0,0,10,0,49,228,0,3,0,10,6
1931,7,0,0,2,0,146,307,0,3,0,11,3
1932,9,0,0,6,0,15,93,0,2,0,10,6
1933,7,0,0,8,0,27,182,0,3,0,9,5
1934,6,0,0,1,0,25,87,0,3,0,10,6
1935,8,0,0,9,0,46,172,0,3,0,10,5
1936,9,0,0,10,0,49,228,0,3,0,10,6
1937,7,0,0,4,0,34,172,0,3,0,11,7
1938,7,0,0,1,0,27,84,0,3,0,9,5
1939,6,0,0,7,0,35,143,0,3,0,9,5
1940,8,0,0,15,0,35,256,1,2,0,8,5
1941,6,0,0,7,0,35,143,0,3,0,9,5
1942,8,0,0,15,0,35,256,1,2,0,8,5
1943,6,0,0,11,0,48,195,0,3,0,9,5
1944,6,0,0,1,0,61,197,0,3,0,9,5
1945,8,0,0,7,0,39,152,0,2,0,10,6
1946,6,0,0,12,0,57,158,0,3,0,9,6
1947,5,0,0,1,0,61,197,0,3,0,9,5
1948,7,0,0,1,0,37,135,0,3,0,10,7
1949,6,0,0,6,0,29,160,0,3,0,9,5
1950,8,0,0,17,0,49,219,0,2,0,9,5
1951,9,1,0,1,0,34,185,0,3,0,10,4
1952,8,0,0,8,0,29,142,0,3,0,13,7
1953,8,0,0,4,0,49,172,0,3,0,10,6
1954,8,0,0,17,0,49,219,0,2,0,9,5
1955,6,0,0,11,0,66,169,0,2,0,9,5
1956,7,0,0,1,0,16,63,0,3,0,9,5
1957,7,0,0,7,0,22,89,0,3,0,9,6
1958,7,0,0,16,0,53,238,1,2,0,8,6
1959,8,0,0,1,0,13,91,0,2,0,10,5
1960,8,0,0,1,0,13,91,0,2,0,10,5
1961,9,0,0,1,0,21,123,0,2,0,9,5
1962,8,0,0,1,0,11,99,0,3,0,9,5
1963,7,0,0,16,0,53,238,1,2,0,8,6
1964,6,0,0,6,0,50,173,0,3,0,9,5
1965,6,0,0,13,0,50,163,0,3,0,8,6
1966,7,0,0,8,0,13,114,0,3,0,10,6
1967,8,0,0,9,0,53,186,0,3,0,9,7
1968,7,0,0,1,0,41,142,0,3,0,10,6
1969,6,0,0,3,0,49,164,0,3,0,11,7
1970,8,0,0,2,0,32,116,0,3,0,10,6
1971,6,0,0,3,0,49,164,0,3,0,11,7
1972,7,0,0,4,0,37,133,0,3,0,9,5
1973,7,0,0,18,0,33,139,1,3,0,8,5
1974,7,0,0,18,0,33,139,1,3,0,8,5
1975,6,0,0,7,0,76,197,0,3,0,9,6
1976,6,0,0,7,0,35,208,0,3,0,10,5
1977,8,0,0,6,0,30,143,0,3,0,9,6
1978,7,0,0,1,0,23,103,0,3,0,10,6
1979,7,0,0,12,0,57,184,0,3,0,9,6
1980,7,0,0,14,0,53,212,0,3,0,8,8
1981,7,0,0,14,0,53,212,0,3,0,8,8
1982,7,0,0,14,0,53,212,0,3,0,8,8
1983,7,0,0,14,0,53,212,0,3,0,8,8
1984,7,0,0,14,0,53,212,0,3,0,8,8
1985,8,0,0,16,0,48,181,1,3,0,9,6
1986,7,0,0,1,0,27,151,0,3,0,10,6
1987,8,0,0,7,0,57,176,0,3,0,10,5
1988,8,0,0,10,0,63,201,0,3,0,9,6
1989,7,0,0,3,0,30,102,0,3,0,12,7
1990,6,0,0,1,0,5,110,0,3,0,9,4
1991,7,0,0,14,0,53,212,0,3,0,8,8
1992,7,0,0,6,0,17,103,0,3,0,9,5
1993,7,0,0,5,0,33,180,0,3,0,11,6
1994,7,0,0,14,0,47,168,0,3,0,8,6
1995,8,0,0,11,0,51,170,1,3,0,8,6
1996,7,0,0,14,0,47,168,0,3,0,8,6
1997,8,0,0,11,0,51,170,1,3,0,8,6
1998,8,0,0,11,0,51,170,1,3,0,8,6
1999,7,0,0,17,0,32,197,1,3,0,9,6
2000,6,0,0,1,0,56,145,0,3,0,10,5
2001,6,0,0,1,0,58,147,0,3,0,10,5
2002,7,0,0,1,0,43,154,0,3,0,11,6
2003,7,0,0,5,0,33,180,0,3,0,11,6
2004,7,0,0,2,0,58,178,0,3,0,10,6
2005,7,0,0,14,0,47,168,0,3,0,8,6
2006,8,0,0,11,0,51,170,1,3,0,8,6
2007,5,0,0,1,0,16,84,0,3,0,10,6
2008,7,0,0,1,0,21,159,0,3,0,10,5
2009,8,0,0,7,0,27,98,0,3,0,12,7
2010,7,0,0,2,0,20,95,0,3,0,11,6
2011,7,0,0,1,0,21,159,0,3,0,10,5
2012,6,0,0,1,0,37,160,0,3,0,11,5
2013,6,0,0,16,0,38,133,0,3,0,10,6
2014,9,0,0,8,0,14,71,0,2,0,11,5
2015,6,0,0,8,0,22,84,0,3,0,10,6
2016,6,0,0,4,0,28,110,0,3,0,12,7
2017,9,0,0,8,0,14,71,0,2,0,11,5
2018,7,0,0,2,0,12,136,0,3,0,11,7
2019,6,0,0,16,0,38,133,0,3,0,10,6
2020,7,0,0,6,0,36,163,0,3,0,11,6
2021,6,0,0,1,0,46,142,0,3,0,10,6
2022,7,0,0,7,0,45,215,0,3,0,9,6
2023,6,0,0,1,0,46,142,0,3,0,10,6
2024,8,0,0,12,0,29,190,0,3,0,9,5
2025,7,0,0,1,0,44,149,0,3,0,8,5
2026,6,0,0,1,0,5,60,0,3,0,10,5
2027,6,0,0,8,0,51,180,0,3,0,8,5
2028,8,0,0,7,0,33,150,0,3,0,9,6
2029,7,0,0,7,0,45,215,0,3,0,9,6
2030,9,0,0,2,0,22,145,0,3,0,11,6
2031,7,0,0,6,0,32,160,0,3,0,10,5
2032,6,0,0,1,0,29,101,0,3,0,10,6
2033,7,0,0,12,0,50,183,0,3,0,9,5
2034,7,0,0,1,0,11,124,0,3,0,11,5
2035,8,0,0,1,0,18,72,0,2,0,10,5
2036,5,0,0,1,0,20,155,0,3,0,10,6
2037,7,0,0,6,0,32,160,0,3,0,10,5
2038,5,0,0,4,0,22,104,0,3,0,9,5
2039,8,0,0,0,0,11,71,0,3,0,10,5
2040,6,0,0,10,0,56,212,0,3,0,9,6
2041,5,0,0,4,0,22,104,0,3,0,9,5
2042,5,0,0,4,0,22,104,0,3,0,9,6
2043,7,0,0,2,0,30,107,0,2,0,11,6
2044,5,0,0,12,0,22,115,0,3,0,9,6
2045,8,0,0,0,0,11,71,0,3,0,10,5
2046,8,0,0,9,0,22,126,0,3,0,9,5
2047,6,0,0,6,0,28,156,0,3,0,9,5
2048,6,0,0,7,0,29,155,0,3,0,9,5
2049,6,0,0,8,0,32,172,0,3,0,9,7
2050,11,0,0,11,0,15,123,0,2,0,9,3
2051,6,0,0,18,0,41,146,1,3,0,8,5
2052,6,0,0,18,0,41,146,1,3,0,8,5
2053,8,0,0,4,0,19,101,0,3,0,12,5
2054,8,0,0,4,0,19,101,0,3,0,12,5
2055,7,0,0,4,0,27,155,0,3,0,10,6
2056,6,0,0,18,0,41,146,1,3,0,8,5
2057,6,0,0,4,0,20,151,0,3,0,12,7
2058,7,0,0,8,0,45,227,0,3,0,9,5
2059,5,0,0,1,0,31,169,0,3,0,8,5
2060,6,0,0,11,0,58,223,0,3,0,9,5
2061,6,0,0,1,0,23,96,0,3,0,10,6
2062,6,0,0,1,0,34,132,0,3,0,11,5
2063,7,0,0,2,0,38,123,0,3,0,10,5
2064,6,0,0,4,0,51,180,0,3,0,9,6
2065,7,0,0,1,0,21,127,0,3,0,9,5
2066,7,0,0,4,0,25,142,0,3,0,10,5
2067,7,0,0,4,0,26,146,0,3,0,10,5
2068,5,0,0,1,0,26,104,0,3,0,11,6
2069,7,0,0,1,0,25,126,0,3,0,12,7
2070,7,0,0,1,0,25,173,0,3,0,9,6
2071,6,0,0,5,0,31,140,0,3,0,9,6
2072,6,0,0,5,0,43,164,0,3,0,9,5
2073,6,0,0,5,0,57,189,0,3,0,9,5
2074,6,0,0,4,0,51,180,0,3,0,9,6
2075,7,0,0,2,0,38,123,0,3,0,10,5
2076,6,0,0,1,0,10,124,0,3,0,9,5
2077,7,0,0,2,0,39,198,0,3,0,10,6
2078,5,0,0,1,0,25,119,0,3,0,10,6
2079,7,0,0,7,0,17,117,0,3,0,10,4
2080,6,0,0,1,0,10,124,0,3,0,9,5
2081,7,0,0,10,0,18,95,0,3,0,10,5
2082,7,0,0,11,0,25,119,0,3,0,10,6
2083,9,0,0,10,0,14,111,0,2,0,10,5
2084,7,0,0,1,0,47,150,0,3,0,9,6
2085,7,0,0,1,0,47,150,0,3,0,9,6
2086,8,0,0,1,0,17,101,0,3,0,9,5
2087,8,0,0,1,0,48,153,0,3,0,9,6
2088,8,0,0,1,0,29,130,0,3,0,9,6
2089,7,0,0,1,0,47,150,0,3,0,9,6
2090,7,0,0,8,0,51,172,0,3,0,9,5
2091,7,0,0,7,0,53,176,0,3,0,9,5
2092,5,0,0,2,0,27,93,0,3,0,9,5
2093,6,0,0,15,0,22,136,0,2,0,9,5
2094,6,0,0,15,0,22,136,0,2,0,9,5
2095,8,0,0,8,0,33,146,0,3,0,9,5
